filename,mean,std,laplacian_variance,hist_1,hist_2,hist_3,hist_4,hist_5,hist_6,hist_7,hist_8,label
tile-01-059.jpg,0.5788,0.0743,0.0087,0.9516,0.2175,0.1124,0.0943,0.1396,0.0689,0.0344,0.0127,clear
tile-01-060.jpg,0.5751,0.0785,0.0097,0.9616,0.1609,0.1485,0.1184,0.0813,0.0707,0.0407,0.0088,clear
tile-01-061.jpg,0.7173,0.1367,0.0078,0.9627,0.2091,0.1096,0.0860,0.0877,0.0472,0.0101,0.0051,white
tile-01-062.jpg,0.6182,0.0641,0.0085,0.9796,0.1399,0.0445,0.0922,0.0811,0.0541,0.0270,0.0127,clear
tile-01-063.jpg,0.6229,0.0639,0.0117,0.9835,0.0823,0.0388,0.0559,0.1165,0.0777,0.0404,0.0031,clear
tile-01-064.jpg,0.6266,0.0592,0.0078,0.9862,0.0877,0.0892,0.0787,0.0575,0.0469,0.0076,0.0076,clear
tile-01-065.jpg,0.6340,0.0716,0.0094,0.9822,0.1266,0.0721,0.0673,0.0497,0.0497,0.0577,0.0369,clear
tile-01-066.jpg,0.6450,0.0793,0.0124,0.9670,0.1791,0.1460,0.0746,0.0531,0.0547,0.0149,0.0033,clear
tile-01-067.jpg,0.7444,0.1630,0.0086,0.9212,0.3181,0.1894,0.0938,0.0588,0.0404,0.0165,0.0165,white
tile-01-068.jpg,0.7592,0.1228,0.0060,0.9366,0.2458,0.1862,0.1248,0.0931,0.0503,0.0261,0.0130,white
tile-01-069.jpg,0.6498,0.0751,0.0126,0.9676,0.1690,0.1138,0.0966,0.0862,0.0604,0.0328,0.0259,clear
tile-01-070.jpg,0.6348,0.0931,0.0131,0.9376,0.2292,0.1623,0.1337,0.1222,0.0859,0.0420,0.0057,clear
tile-01-071.jpg,0.2681,0.1979,0.0147,0.8723,0.3816,0.1950,0.1740,0.1342,0.0755,0.0273,0.0273,black
tile-01-072.jpg,0.3090,0.2604,0.0187,0.9582,0.2112,0.1589,0.0896,0.0524,0.0321,0.0118,0.0068,black
tile-01-073.jpg,0.2769,0.2106,0.0150,0.8791,0.3618,0.2645,0.1459,0.0681,0.0136,0.0117,0.0058,black
tile-01-074.jpg,0.2622,0.1937,0.0143,0.8690,0.3629,0.2964,0.1149,0.0988,0.0403,0.0222,0.0101,black
tile-01-075.jpg,0.6027,0.0838,0.0130,0.9514,0.2563,0.1306,0.1038,0.0301,0.0117,0.0117,0.0117,clear
tile-01-076.jpg,0.6369,0.0562,0.0062,0.9886,0.1201,0.0637,0.0203,0.0145,0.0478,0.0347,0.0130,clear
tile-01-077.jpg,0.6918,0.1567,0.0069,0.9604,0.2339,0.1186,0.0692,0.0527,0.0329,0.0115,0.0033,white
tile-01-078.jpg,0.2629,0.2121,0.0162,0.9391,0.2785,0.1238,0.1256,0.0783,0.0437,0.0346,0.0146,black
tile-01-079.jpg,0.5685,0.0706,0.0102,0.9516,0.2548,0.0731,0.1051,0.0784,0.0499,0.0588,0.0321,clear
tile-01-080.jpg,0.5824,0.0640,0.0080,0.9834,0.0943,0.0576,0.0624,0.0640,0.0943,0.0560,0.0272,clear
tile-01-081.jpg,0.6141,0.0694,0.0093,0.9754,0.1405,0.0843,0.1108,0.0744,0.0347,0.0479,0.0198,clear
tile-01-082.jpg,0.6315,0.0659,0.0092,0.9716,0.1591,0.0694,0.0576,0.0626,0.1185,0.0643,0.0203,clear
tile-01-083.jpg,0.6289,0.0640,0.0113,0.9732,0.1644,0.0855,0.0658,0.0970,0.0658,0.0214,0.0066,clear
tile-01-084.jpg,0.6271,0.0609,0.0078,0.9839,0.1175,0.0949,0.0844,0.0362,0.0211,0.0121,0.0060,clear
tile-01-085.jpg,0.6371,0.0732,0.0080,0.9797,0.1211,0.1025,0.1102,0.0497,0.0186,0.0093,0.0062,clear
tile-01-086.jpg,0.6273,0.1074,0.0082,0.9344,0.2545,0.1554,0.1282,0.0835,0.0894,0.0777,0.0253,clear
tile-01-087.jpg,0.2923,0.2225,0.0133,0.9396,0.2596,0.1572,0.1188,0.0914,0.0457,0.0201,0.0128,black
tile-01-088.jpg,0.6591,0.0733,0.0109,0.9848,0.1039,0.0744,0.0868,0.0310,0.0512,0.0512,0.0124,clear
tile-01-089.jpg,0.6389,0.0705,0.0076,0.9672,0.1787,0.1336,0.0969,0.0618,0.0267,0.0217,0.0167,clear
tile-01-090.jpg,0.6511,0.0679,0.0091,0.9671,0.2011,0.0771,0.0788,0.0872,0.0620,0.0251,0.0101,clear
tile-01-091.jpg,0.6524,0.0764,0.0050,0.8974,0.3640,0.1674,0.1538,0.0545,0.0818,0.0273,0.0058,clear
tile-01-092.jpg,0.6368,0.0648,0.0055,0.9532,0.2532,0.1325,0.0765,0.0102,0.0340,0.0272,0.0425,clear
tile-01-093.jpg,0.6373,0.0726,0.0084,0.9611,0.2263,0.0902,0.0714,0.0902,0.0527,0.0272,0.0119,clear
tile-01-094.jpg,0.6469,0.0627,0.0088,0.9755,0.1618,0.0961,0.0945,0.0465,0.0368,0.0208,0.0096,clear
tile-01-095.jpg,0.6382,0.0504,0.0057,0.9862,0.1316,0.0725,0.0488,0.0355,0.0281,0.0148,0.0133,clear
tile-01-096.jpg,0.5525,0.0736,0.0066,0.9571,0.2236,0.1415,0.0751,0.0489,0.0559,0.0472,0.0227,clear
tile-01-097.jpg,0.7088,0.1334,0.0073,0.9470,0.2686,0.1042,0.0813,0.1007,0.0424,0.0389,0.0071,white
tile-01-098.jpg,0.5639,0.0737,0.0106,0.9568,0.2302,0.1092,0.0853,0.1040,0.0375,0.0068,0.0051,clear
tile-01-099.jpg,0.6097,0.0755,0.0123,0.9768,0.1448,0.1066,0.0907,0.0668,0.0239,0.0095,0.0127,clear
tile-01-100.jpg,0.6305,0.0936,0.0208,0.9701,0.1850,0.1110,0.0756,0.0788,0.0177,0.0016,0.0080,clear
tile-01-101.jpg,0.6577,0.0716,0.0086,0.9842,0.0908,0.0685,0.0717,0.0637,0.0796,0.0462,0.0287,clear
tile-01-102.jpg,0.6522,0.0758,0.0122,0.9832,0.0596,0.0214,0.0703,0.1223,0.0948,0.0168,0.0076,clear
tile-01-103.jpg,0.6521,0.0692,0.0114,0.9838,0.0677,0.0462,0.1185,0.0970,0.0354,0.0200,0.0169,clear
tile-01-104.jpg,0.6535,0.0697,0.0127,0.9885,0.0863,0.0711,0.0621,0.0575,0.0288,0.0333,0.0348,clear
tile-01-105.jpg,0.6278,0.1097,0.0131,0.9373,0.2408,0.1764,0.1544,0.0754,0.0515,0.0147,0.0037,clear
tile-01-106.jpg,0.7816,0.1105,0.0073,0.9357,0.2848,0.1406,0.1280,0.0775,0.0234,0.0252,0.0072,white
tile-01-107.jpg,0.6587,0.0719,0.0129,0.9846,0.0953,0.1134,0.0696,0.0076,0.0121,0.0560,0.0227,clear
tile-01-108.jpg,0.6621,0.0641,0.0077,0.9824,0.0856,0.0485,0.0905,0.0970,0.0485,0.0485,0.0533,clear
tile-01-109.jpg,0.6700,0.0602,0.0069,0.9634,0.1944,0.0893,0.0823,0.0946,0.0876,0.0490,0.0158,clear
tile-01-110.jpg,0.6735,0.0941,0.0110,0.9560,0.2224,0.1226,0.0840,0.1068,0.0473,0.0280,0.0088,clear
tile-01-111.jpg,0.6674,0.0762,0.0128,0.9598,0.2011,0.1740,0.0608,0.0321,0.0490,0.0253,0.0186,clear
tile-01-112.jpg,0.6704,0.0741,0.0113,0.9764,0.1512,0.1339,0.0488,0.0425,0.0220,0.0346,0.0079,clear
tile-01-113.jpg,0.6514,0.0946,0.0127,0.9508,0.2250,0.1361,0.1198,0.0835,0.0635,0.0327,0.0218,clear
tile-01-114.jpg,0.7721,0.1218,0.0077,0.9473,0.2632,0.1437,0.0779,0.0727,0.0260,0.0225,0.0052,white
tile-01-115.jpg,0.5837,0.0670,0.0088,0.9923,0.0915,0.0366,0.0352,0.0507,0.0394,0.0141,0.0070,clear
tile-01-116.jpg,0.5756,0.0635,0.0069,0.9865,0.0825,0.0451,0.0762,0.0778,0.0545,0.0482,0.0296,clear
tile-01-117.jpg,0.5773,0.0656,0.0088,0.9845,0.1149,0.0683,0.0637,0.0699,0.0388,0.0481,0.0093,clear
tile-01-118.jpg,0.5729,0.0881,0.0093,0.8947,0.3647,0.1572,0.1249,0.1390,0.0685,0.0322,0.0322,clear
tile-01-119.jpg,0.2819,0.2164,0.0113,0.9290,0.2925,0.1711,0.1085,0.0883,0.0478,0.0110,0.0074,black
tile-01-120.jpg,0.6266,0.0730,0.0083,0.9615,0.2154,0.0841,0.0595,0.0806,0.0911,0.0525,0.0315,clear
tile-01-121.jpg,0.6539,0.0685,0.0112,0.9648,0.1996,0.0630,0.0928,0.0595,0.0683,0.0788,0.0490,clear
tile-01-122.jpg,0.6470,0.0740,0.0145,0.9697,0.1751,0.0910,0.0687,0.0755,0.0687,0.0704,0.0257,clear
tile-01-123.jpg,0.6611,0.0720,0.0151,0.9820,0.1277,0.0835,0.0851,0.0315,0.0457,0.0394,0.0236,clear
tile-01-124.jpg,0.6721,0.0708,0.0077,0.9634,0.2341,0.1083,0.0478,0.0525,0.0127,0.0096,0.0048,clear
tile-01-125.jpg,0.6718,0.0744,0.0171,0.9820,0.1271,0.0941,0.0675,0.0439,0.0282,0.0580,0.0110,clear
tile-01-126.jpg,0.6591,0.0658,0.0112,0.9693,0.2096,0.0786,0.0540,0.0344,0.0655,0.0278,0.0344,clear
tile-01-127.jpg,0.5756,0.1534,0.0078,0.9009,0.2660,0.2721,0.1753,0.0867,0.0544,0.0464,0.0121,clear
tile-01-128.jpg,0.3412,0.2390,0.0140,0.9596,0.2269,0.1126,0.0857,0.0823,0.0269,0.0118,0.0067,black
tile-01-129.jpg,0.6294,0.1503,0.0118,0.8684,0.3013,0.2215,0.2348,0.1927,0.0953,0.0665,0.0133,clear
tile-01-130.jpg,0.3674,0.2562,0.0189,0.9454,0.2479,0.1712,0.0981,0.0571,0.0375,0.0268,0.0214,black
tile-01-131.jpg,0.6626,0.0578,0.0074,0.9672,0.2042,0.0920,0.0887,0.0569,0.0284,0.0368,0.0318,clear
tile-01-132.jpg,0.6323,0.0919,0.0126,0.9476,0.2017,0.2156,0.1095,0.0417,0.0330,0.0104,0.0052,clear
tile-01-133.jpg,0.7792,0.1170,0.0081,0.9707,0.2008,0.1217,0.0472,0.0183,0.0091,0.0000,0.0015,white
tile-01-134.jpg,0.5793,0.0653,0.0074,0.9936,0.0392,0.0476,0.0561,0.0645,0.0364,0.0182,0.0056,clear
tile-01-135.jpg,0.5749,0.0647,0.0059,0.9863,0.0916,0.0672,0.0672,0.0809,0.0504,0.0260,0.0046,clear
tile-01-136.jpg,0.5372,0.1163,0.0122,0.9419,0.2222,0.2062,0.1137,0.0871,0.0178,0.0071,0.0036,clear
tile-01-137.jpg,0.2778,0.2115,0.0113,0.9431,0.2628,0.1549,0.1218,0.0435,0.0261,0.0070,0.0070,black
tile-01-138.jpg,0.5694,0.1079,0.0119,0.9309,0.2366,0.2019,0.1462,0.0615,0.1000,0.0346,0.0192,clear
tile-01-139.jpg,0.2987,0.2157,0.0115,0.9377,0.2765,0.1374,0.1172,0.0879,0.0568,0.0238,0.0110,black
tile-01-140.jpg,0.6287,0.0754,0.0099,0.9671,0.1771,0.0868,0.0504,0.1042,0.0885,0.0625,0.0260,clear
tile-01-141.jpg,0.6419,0.0753,0.0105,0.9705,0.1837,0.0388,0.0573,0.0876,0.0876,0.0522,0.0388,clear
tile-01-142.jpg,0.6517,0.0786,0.0157,0.9776,0.1484,0.0581,0.0645,0.0903,0.0742,0.0307,0.0081,clear
tile-01-143.jpg,0.6798,0.0779,0.0102,0.9820,0.1365,0.0816,0.0690,0.0502,0.0376,0.0361,0.0188,clear
tile-01-144.jpg,0.6500,0.0660,0.0123,0.9774,0.1734,0.0820,0.0615,0.0300,0.0363,0.0410,0.0173,clear
tile-01-145.jpg,0.6476,0.0673,0.0108,0.9783,0.1754,0.0769,0.0523,0.0123,0.0492,0.0292,0.0108,clear
tile-01-146.jpg,0.5832,0.1545,0.0124,0.9081,0.2305,0.2797,0.1930,0.0473,0.0315,0.0453,0.0374,clear
tile-01-147.jpg,0.3487,0.2447,0.0163,0.9592,0.1813,0.1602,0.1056,0.0792,0.0475,0.0387,0.0123,black
tile-01-148.jpg,0.6768,0.0843,0.0080,0.9767,0.1219,0.0725,0.0593,0.1252,0.0725,0.0346,0.0198,clear
tile-01-149.jpg,0.6774,0.0586,0.0074,0.9755,0.1626,0.0878,0.0780,0.0520,0.0553,0.0488,0.0033,clear
tile-01-150.jpg,0.6716,0.0616,0.0085,0.9802,0.1452,0.0963,0.0631,0.0395,0.0331,0.0237,0.0395,clear
tile-01-151.jpg,0.6439,0.0959,0.0107,0.9406,0.2290,0.1136,0.1533,0.1022,0.1230,0.0246,0.0170,clear
tile-01-152.jpg,0.7713,0.1259,0.0082,0.9367,0.2738,0.1477,0.1441,0.0504,0.0486,0.0126,0.0072,white
tile-01-153.jpg,0.5794,0.0607,0.0101,0.9913,0.0711,0.0990,0.0125,0.0042,0.0404,0.0209,0.0153,clear
tile-01-154.jpg,0.5371,0.1163,0.0086,0.9193,0.2416,0.2150,0.1433,0.1208,0.0901,0.0758,0.0369,clear
tile-01-155.jpg,0.2382,0.2019,0.0132,0.9666,0.2110,0.1031,0.0870,0.0467,0.0290,0.0032,0.0032,black
tile-01-156.jpg,0.5139,0.1069,0.0101,0.9232,0.3223,0.1766,0.0692,0.0710,0.0473,0.0219,0.0073,clear
tile-01-157.jpg,0.2686,0.1838,0.0096,0.9139,0.3219,0.1916,0.1073,0.0920,0.0594,0.0287,0.0096,black
tile-01-158.jpg,0.7242,0.1598,0.0104,0.9233,0.3145,0.1810,0.1024,0.0622,0.0311,0.0238,0.0073,white
tile-01-159.jpg,0.7592,0.1428,0.0088,0.9450,0.2675,0.1459,0.0921,0.0712,0.0174,0.0139,0.0104,white
tile-01-160.jpg,0.7576,0.1482,0.0080,0.9586,0.2315,0.1402,0.0799,0.0375,0.0082,0.0049,0.0065,white
tile-01-161.jpg,0.7648,0.1161,0.0049,0.9677,0.1887,0.1344,0.0928,0.0288,0.0208,0.0048,0.0016,white
tile-01-162.jpg,0.6581,0.0649,0.0074,0.9829,0.1356,0.0823,0.0716,0.0488,0.0091,0.0335,0.0076,clear
tile-01-163.jpg,0.6497,0.0606,0.0063,0.9784,0.1346,0.0902,0.1092,0.0491,0.0443,0.0111,0.0079,clear
tile-01-164.jpg,0.6477,0.0660,0.0086,0.9757,0.1645,0.0742,0.1032,0.0403,0.0194,0.0355,0.0387,clear
tile-01-165.jpg,0.6479,0.0779,0.0128,0.9863,0.0886,0.0947,0.0779,0.0336,0.0229,0.0473,0.0229,clear
tile-01-166.jpg,0.6728,0.0614,0.0068,0.9861,0.0846,0.0754,0.0661,0.0785,0.0600,0.0246,0.0092,clear
tile-01-167.jpg,0.6744,0.0889,0.0086,0.9612,0.2003,0.0879,0.0879,0.0879,0.1037,0.0457,0.0070,clear
tile-01-168.jpg,0.6666,0.0666,0.0102,0.9797,0.1610,0.1002,0.0228,0.0532,0.0228,0.0106,0.0167,clear
tile-01-169.jpg,0.6622,0.0635,0.0099,0.9790,0.1417,0.1019,0.0605,0.0700,0.0446,0.0191,0.0159,clear
tile-01-170.jpg,0.6842,0.0608,0.0097,0.9794,0.1366,0.0942,0.0973,0.0439,0.0377,0.0188,0.0047,clear
tile-01-171.jpg,0.6695,0.0598,0.0060,0.9876,0.1112,0.0451,0.0496,0.0496,0.0391,0.0616,0.0090,clear
tile-01-172.jpg,0.5614,0.0597,0.0089,0.9851,0.1433,0.0679,0.0517,0.0236,0.0222,0.0207,0.0148,clear
tile-01-173.jpg,0.5220,0.0974,0.0098,0.9272,0.2510,0.2107,0.1399,0.0996,0.0460,0.0249,0.0249,clear
tile-01-174.jpg,0.2868,0.2095,0.0081,0.9287,0.3386,0.1248,0.0667,0.0496,0.0188,0.0086,0.0034,black
tile-01-175.jpg,0.2725,0.2031,0.0131,0.9190,0.3121,0.1800,0.1168,0.0881,0.0479,0.0402,0.0191,black
tile-01-176.jpg,0.5458,0.0830,0.0088,0.8424,0.4096,0.2935,0.1605,0.0739,0.0570,0.0380,0.0253,clear
tile-01-177.jpg,0.2900,0.2133,0.0099,0.9097,0.3288,0.1615,0.1496,0.0925,0.0748,0.0374,0.0177,black
tile-01-178.jpg,0.6312,0.0646,0.0102,0.9786,0.1494,0.0934,0.0902,0.0513,0.0140,0.0124,0.0109,clear
tile-01-179.jpg,0.6198,0.0666,0.0082,0.9760,0.1663,0.0879,0.0957,0.0455,0.0235,0.0110,0.0063,clear
tile-01-180.jpg,0.6201,0.0628,0.0093,0.9828,0.0942,0.0972,0.1212,0.0269,0.0165,0.0060,0.0015,clear
tile-01-181.jpg,0.6597,0.0627,0.0081,0.9506,0.2788,0.0991,0.0554,0.0588,0.0453,0.0151,0.0084,clear
tile-01-182.jpg,0.6569,0.0506,0.0061,0.9768,0.1580,0.0887,0.0596,0.0403,0.0822,0.0306,0.0145,clear
tile-01-183.jpg,0.6487,0.0567,0.0079,0.9847,0.1131,0.0657,0.0795,0.0550,0.0612,0.0122,0.0046,clear
tile-01-184.jpg,0.6783,0.0601,0.0086,0.9820,0.1304,0.1135,0.0537,0.0307,0.0292,0.0307,0.0107,clear
tile-01-185.jpg,0.6792,0.0656,0.0080,0.9848,0.1046,0.0453,0.0406,0.0796,0.0812,0.0453,0.0234,clear
tile-01-186.jpg,0.6641,0.0628,0.0083,0.9764,0.1648,0.0856,0.0888,0.0396,0.0491,0.0159,0.0063,clear
tile-01-187.jpg,0.6669,0.0661,0.0082,0.9856,0.1391,0.0469,0.0556,0.0586,0.0234,0.0044,0.0044,clear
tile-01-188.jpg,0.6433,0.0590,0.0080,0.9840,0.1326,0.0889,0.0542,0.0497,0.0226,0.0166,0.0075,clear
tile-01-189.jpg,0.6337,0.0772,0.0095,0.9705,0.1912,0.1093,0.0787,0.0514,0.0177,0.0161,0.0112,clear
tile-01-190.jpg,0.6571,0.0572,0.0065,0.9928,0.0753,0.0530,0.0530,0.0530,0.0153,0.0084,0.0042,clear
tile-01-191.jpg,0.5384,0.0554,0.0051,0.9898,0.0944,0.0605,0.0443,0.0502,0.0457,0.0325,0.0103,clear
tile-01-192.jpg,0.5414,0.0582,0.0057,0.9663,0.1909,0.0878,0.1030,0.0828,0.0659,0.0135,0.0101,clear
tile-01-193.jpg,0.5570,0.0650,0.0083,0.9794,0.1379,0.0657,0.0625,0.0898,0.0609,0.0417,0.0048,clear
tile-01-194.jpg,0.5506,0.0859,0.0115,0.9490,0.2803,0.0929,0.0861,0.0574,0.0355,0.0068,0.0118,clear
tile-01-195.jpg,0.2954,0.1873,0.0128,0.8937,0.3838,0.1609,0.1241,0.0834,0.0737,0.0174,0.0078,black
tile-01-196.jpg,0.5884,0.0693,0.0055,0.9699,0.1766,0.1083,0.0817,0.0650,0.0717,0.0183,0.0083,clear
tile-01-197.jpg,0.6354,0.0711,0.0105,0.9852,0.0741,0.1019,0.0695,0.0695,0.0540,0.0278,0.0077,clear
tile-01-198.jpg,0.6337,0.0731,0.0101,0.9836,0.0949,0.0654,0.0965,0.0856,0.0436,0.0280,0.0031,clear
tile-01-199.jpg,0.6351,0.0633,0.0064,0.9667,0.1732,0.0780,0.0987,0.1143,0.0641,0.0468,0.0173,clear
tile-01-200.jpg,0.6587,0.0618,0.0048,0.9533,0.2545,0.1179,0.0530,0.0683,0.0700,0.0120,0.0085,clear
tile-01-201.jpg,0.6175,0.0669,0.0082,0.9544,0.2520,0.0949,0.0742,0.0690,0.0759,0.0173,0.0155,clear
